id,label,source,text,pattern_tags,notes
S00020,scam,synthetic,Your UPI refund of INR 199 is pending. Enter OTP 526069 to confirm refund: http://secure-pay.in/x1nmhh,phishing_link|refund_scam|otp_request,
S00663,scam,news_sample,Bank blocked your account. Call immediate on +911927559980 and share OTP to reactivate.,,
S00505,scam,news_sample,Bank blocked your account. Call immediate on +913696576737 and share OTP to reactivate.,,
L00960,legit,govt_service,Txn of INR 999 to Rahul is successful. Ref: I0HC39ERM9.,reference,
S00882,scam,news_sample,Rs 250 credited. Please refund INR 1456 to confirm identity: http://refund-now.in/5hppbg,phishing_link|refund_scam,
L00284,legit,merchant_txn,Your a/c ending XXXX1929 is debited by INR 499 on 25/6/2025. Avl bal: INR 3677.,txn|balance,
L00798,legit,merchant_txn,Payment of INR 5000 to SBI using UPI was successful. Txn ID: DERG870SB9.,reference,
S00627,scam,news_sample,Pay INR 250 as token to release your prize. Pay here: http://refund-now.in/tivqjs,phishing_link|refund_scam,
L00226,legit,payment_app,Your a/c ending XXXX1300 is debited by INR 199 on 1/11/2025. Avl bal: INR 77863.,txn|balance,
L00027,legit,payment_app,Txn of INR 5000 to Ramesh is successful. Ref: VCJWTL9TQV.,reference,
S00771,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00438,legit,merchant_txn,Txn of INR 12345 to Rahul is successful. Ref: 5KG3FYE4HQ.,reference,
S00949,scam,synthetic,Install this app http://refund-now.in/hkxe4r to get a refund from Zomato.,phishing_link|refund_scam,
S00389,scam,crowd_report,Pay INR 499 as token to release your prize. Pay here: http://example.com/4i3isv,phishing_link,
L00230,legit,payment_app,Your KYC for Internet is completed successfully.,,
L00038,legit,govt_service,Your account XXXX2941 has been credited with INR 1500 by NEFT. Ref: IE0RNUJJQ9.,txn|reference,
L00750,legit,payment_app,Your a/c ending XXXX6138 is debited by INR 1500 on 27/1/2025. Avl bal: INR 23693.,txn|balance,
S00046,scam,honeypot,This is Support from Amazon. Send me the OTP you received to approve payment.,,
S00399,scam,synthetic,Pay INR 100 as token to release your prize. Pay here: http://tinyurl.com/pye1sf,phishing_link,
L00470,legit,bank_dlt_template,"Alert: A login to your netbanking from new device on 1/9/2025. If not you, call +913252850554.",,
S00693,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00968,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00688,legit,merchant_txn,"Dear Customer, your bill of INR 50 for Gas is due on 28/8/2025. Pay at: http://secure-pay.in/jvzqtm",,
S00844,scam,crowd_report,Congrats! You've won cashback INR 100. Click http://refund-now.in/3cnz3o to claim now.,phishing_link|refund_scam,
L00640,legit,merchant_txn,Your a/c ending XXXX2852 is debited by INR 999 on 16/6/2025. Avl bal: INR 32266.,txn|balance,
S00713,scam,honeypot,Bank blocked your account. Call immediate on +912982436712 and share OTP to reactivate.,,
S00219,scam,news_sample,Pay INR 1500 as token to release your prize. Pay here: http://secure-pay.in/kqspvk,phishing_link,
S00159,scam,honeypot,Rs 999 credited. Please refund INR 809 to confirm identity: http://secure-pay.in/xehxhm,phishing_link|refund_scam,
S00416,scam,synthetic,Congrats! You've won cashback INR 100. Click http://tinyurl.com/dcmwh1 to claim now.,phishing_link,
S00528,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00656,scam,honeypot,Bank blocked your account. Call immediate on +912378296130 and share OTP to reactivate.,,
S00301,scam,news_sample,Someone sent you INR 999. Accept collect request at refund42@upi to receive funds.,refund_scam|collect_request,
S00823,scam,honeypot,Pay INR 12345 as token to release your prize. Pay here: http://example.com/x2gnzc,phishing_link,
L00801,legit,govt_service,Your ECS mandate for INR 50 with SBI is registered. Mandate ID: YZU05Z4MLJ.,,
S00604,scam,synthetic,Rs 199 credited. Please refund INR 1355 to confirm identity: http://secure-pay.in/15k4yr,phishing_link|refund_scam,
L00161,legit,payment_app,Your OTP for transaction of INR 999 at Axis Bank is 608768. Do not share it with anyone.,otp,
L00957,legit,bank_dlt_template,You have received INR 999 from Asha into your UPI ID pay97@upi.,,
S00187,scam,news_sample,Your UPI refund of INR 999 is pending. Enter OTP 986025 to confirm refund: http://refund-now.in/jjyp3y,phishing_link|refund_scam|otp_request,
L00822,legit,bank_dlt_template,Your ECS mandate for INR 999 with Amazon is registered. Mandate ID: ZKWE9CZTAR.,,
S00682,scam,news_sample,Your payment failed. Retry here: http://refund-now.in/vnsfut and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
L00878,legit,payment_app,Your a/c ending XXXX6888 is debited by INR 100 on 13/9/2025. Avl bal: INR 14513.,txn|balance,
L00914,legit,merchant_txn,Your account XXXX7215 has been credited with INR 100 by NEFT. Ref: IELGV3GUYG.,txn|reference,
L00153,legit,payment_app,Your KYC for Mobile is completed successfully.,,
S00871,scam,synthetic,Rs 999 credited. Please refund INR 12836 to confirm identity: http://bit.ly/jtv43w,phishing_link|refund_scam,
S00777,scam,synthetic,Bank blocked your account. Call immediate on +913277383902 and share OTP to reactivate.,,
L00510,legit,bank_dlt_template,You have received INR 50 from Ramesh into your UPI ID refund59@upi.,reference,
S00136,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00251,scam,crowd_report,Your UPI refund of INR 12345 is pending. Enter OTP 233735 to confirm refund: http://secure-pay.in/ukmtop,phishing_link|refund_scam|otp_request,
S00684,scam,news_sample,Your UPI refund of INR 5000 is pending. Enter OTP 653685 to confirm refund: http://bit.ly/boquiz,phishing_link|refund_scam|otp_request,
L00104,legit,govt_service,Your account XXXX3583 has been credited with INR 5000 by NEFT. Ref: 4BDFHJ4D0J.,txn|reference,
S00446,scam,news_sample,Bank blocked your account. Call immediate on +913410025666 and share OTP to reactivate.,,
S00444,scam,honeypot,Install this app http://tinyurl.com/e4dqdt to get a refund from BigBasket.,phishing_link|refund_scam,
L00587,legit,govt_service,Your KYC for Internet is completed successfully.,,
S00769,scam,crowd_report,Bank blocked your account. Call immediate on +911645830092 and share OTP to reactivate.,,
S00144,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00054,legit,bank_dlt_template,Your a/c ending XXXX4394 is debited by INR 12345 on 22/10/2025. Avl bal: INR 86695.,txn|balance,
L00152,legit,bank_dlt_template,Your account XXXX0830 has been credited with INR 1500 by NEFT. Ref: 8WM9LBB4M0.,txn|reference,
L00404,legit,payment_app,"Dear Customer, your bill of INR 199 for Electricity is due on 19/2/2025. Pay at: http://tinyurl.com/fd0ah2",,
S00943,scam,crowd_report,Your payment failed. Retry here: http://tinyurl.com/qg2hea and enter the OTP to complete.,phishing_link,
L00208,legit,bank_dlt_template,"Alert: A login to your netbanking from new device on 5/3/2025. If not you, call +917263974247.",,
S00895,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00123,scam,news_sample,Your UPI refund of INR 499 is pending. Enter OTP 568607 to confirm refund: http://example.com/btp2bs,phishing_link|refund_scam|otp_request,
S00891,scam,honeypot,Someone sent you INR 100. Accept collect request at refund36@upi to receive funds.,refund_scam|collect_request,
L00009,legit,bank_dlt_template,You have received INR 199 from Ramesh into your UPI ID id43@upi.,,
S00015,scam,crowd_report,Your UPI refund of INR 499 is pending. Enter OTP 203854 to confirm refund: http://secure-pay.in/o45tzv,phishing_link|refund_scam|otp_request,
S00907,scam,honeypot,Pay INR 499 as token to release your prize. Pay here: http://tinyurl.com/vcppdm,phishing_link,
S00061,scam,honeypot,Bank blocked your account. Call immediate on +912637002701 and share OTP to reactivate.,,
L00453,legit,govt_service,Your OTP for transaction of INR 1500 at ICICI is 206768. Do not share it with anyone.,otp,
L00254,legit,govt_service,Txn of INR 50 to Vijay is successful. Ref: L4X5BWAEN7.,reference,
S00328,scam,crowd_report,Someone sent you INR 1500. Accept collect request at refund76@upi to receive funds.,refund_scam|collect_request,
L00897,legit,payment_app,"Alert: A login to your netbanking from new device on 21/3/2025. If not you, call +912243908697.",,
S00734,scam,synthetic,Install this app http://tinyurl.com/2nhbv0 to get a refund from BookMyShow.,phishing_link|refund_scam,
L00881,legit,merchant_txn,Your a/c ending XXXX5893 is debited by INR 250 on 9/6/2025. Avl bal: INR 71414.,txn|balance,
S00596,scam,crowd_report,Congrats! You've won cashback INR 999. Click http://tinyurl.com/if2i1a to claim now.,phishing_link,
S00889,scam,honeypot,Pay INR 50 as token to release your prize. Pay here: http://example.com/vhc4ff,phishing_link,
L00624,legit,govt_service,Txn of INR 999 to Priya is successful. Ref: 4YQ5TDFGJ7.,reference,
L00346,legit,payment_app,"Alert: A login to your netbanking from new device on 10/1/2025. If not you, call +919696892899.",,
S00703,scam,crowd_report,Install this app http://refund-now.in/svvqdd to get a refund from Axis Bank.,phishing_link|refund_scam,
L00263,legit,bank_dlt_template,Your KYC for Mobile is completed successfully.,,
S00635,scam,synthetic,Bank blocked your account. Call immediate on +912571757300 and share OTP to reactivate.,,
S00322,scam,crowd_report,Your UPI refund of INR 199 is pending. Enter OTP 151659 to confirm refund: http://tinyurl.com/a0ehq0,phishing_link|refund_scam|otp_request,
S00439,scam,crowd_report,Congrats! You've won cashback INR 100. Click http://bit.ly/uzowck to claim now.,phishing_link,
L00151,legit,payment_app,Your a/c ending XXXX8507 is debited by INR 999 on 14/2/2025. Avl bal: INR 50383.,txn|balance,
L00473,legit,merchant_txn,Payment of INR 1500 to Amazon using UPI was successful. Txn ID: 8CD5LXTNJS.,reference,
L00641,legit,payment_app,You have received INR 12345 from Ramesh into your UPI ID collect62@upi.,,
S00983,scam,honeypot,Install this app http://tinyurl.com/y1o3fz to get a refund from BigBasket.,phishing_link|refund_scam,
S00883,scam,news_sample,Someone sent you INR 999. Accept collect request at pay53@upi to receive funds.,collect_request,
L00551,legit,payment_app,Your account XXXX7358 has been credited with INR 1500 by NEFT. Ref: 90CWBKE4HS.,txn|reference,
S00780,scam,honeypot,Your UPI refund of INR 100 is pending. Enter OTP 858714 to confirm refund: http://refund-now.in/wwfmxq,phishing_link|refund_scam|otp_request,
L00929,legit,merchant_txn,Payment of INR 50 to SBI using UPI was successful. Txn ID: NO6C6ZH6DU.,reference,
L00489,legit,merchant_txn,Your ECS mandate for INR 499 with BigBasket is registered. Mandate ID: IE3FKP96AI.,,
S00812,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00172,scam,news_sample,Congrats! You've won cashback INR 12345. Click http://refund-now.in/yfdgt5 to claim now.,phishing_link|refund_scam,
L00147,legit,govt_service,"Dear Customer, your bill of INR 999 for Electricity is due on 17/9/2025. Pay at: http://tinyurl.com/wa0h1e",,
S00705,scam,honeypot,This is Admin from Flipkart. Send me the OTP you received to approve payment.,,
S00929,scam,crowd_report,Install this app http://bit.ly/g50kdp to get a refund from Amazon.,phishing_link|refund_scam,
L00403,legit,govt_service,"Dear Customer, your bill of INR 999 for Electricity is due on 11/4/2025. Pay at: http://refund-now.in/b5ksep",reference,
L00955,legit,payment_app,Your OTP for transaction of INR 100 at PaytmMall is 416323. Do not share it with anyone.,otp,
S00878,scam,crowd_report,Your UPI refund of INR 50 is pending. Enter OTP 313487 to confirm refund: http://refund-now.in/vdeant,phishing_link|refund_scam|otp_request,
L00660,legit,govt_service,Txn of INR 999 to Ramesh is successful. Ref: R8FL9V2QJI.,reference,
S00373,scam,crowd_report,Install this app http://refund-now.in/0a5m1d to get a refund from Axis Bank.,phishing_link|refund_scam,
L00464,legit,merchant_txn,"Alert: A login to your netbanking from new device on 25/5/2025. If not you, call +911787581448.",,
S00350,scam,honeypot,This is CustomerCare from BigBasket. Send me the OTP you received to approve payment.,,
L00187,legit,govt_service,Your account XXXX4164 has been credited with INR 5000 by NEFT. Ref: BDX7M42O34.,txn|reference,
S00148,scam,news_sample,This is Admin from Flipkart. Send me the OTP you received to approve payment.,,
S00225,scam,crowd_report,Rs 1500 credited. Please refund INR 1158 to confirm identity: http://example.com/xdz3nq,phishing_link|refund_scam,
L00609,legit,payment_app,"Dear Customer, your bill of INR 999 for Internet is due on 24/9/2025. Pay at: http://secure-pay.in/nbv3y1",,
L00144,legit,govt_service,Your ECS mandate for INR 100 with SBI is registered. Mandate ID: YEAWHMLVHS.,,
L00752,legit,payment_app,Your ECS mandate for INR 12345 with Axis Bank is registered. Mandate ID: MMBBSU04W4.,,
S00535,scam,honeypot,Bank blocked your account. Call immediate on +918409157743 and share OTP to reactivate.,,
L00982,legit,payment_app,"Alert: A login to your netbanking from new device on 25/4/2025. If not you, call +919930011979.",,
L00198,legit,bank_dlt_template,Your ECS mandate for INR 999 with Zomato is registered. Mandate ID: CM600X28PI.,,
S00634,scam,honeypot,Pay INR 499 as token to release your prize. Pay here: http://tinyurl.com/zjiink,phishing_link,
L00884,legit,merchant_txn,Your account XXXX3591 has been credited with INR 1500 by NEFT. Ref: XQZ21XG77F.,txn|reference,
L00280,legit,merchant_txn,"Alert: A login to your netbanking from new device on 11/12/2025. If not you, call +914434749389.",,
L00294,legit,govt_service,Your ECS mandate for INR 999 with SBI is registered. Mandate ID: 8LEU6ZU1TO.,,
S00824,scam,synthetic,Bank blocked your account. Call immediate on +913451692989 and share OTP to reactivate.,,
L00401,legit,govt_service,Your a/c ending XXXX6247 is debited by INR 199 on 28/4/2025. Avl bal: INR 10153.,txn|balance,
L00123,legit,bank_dlt_template,Your KYC for Mobile is completed successfully.,,
S00208,scam,crowd_report,Someone sent you INR 12345. Accept collect request at id82@upi to receive funds.,collect_request,
L00203,legit,merchant_txn,Your account XXXX2394 has been credited with INR 100 by NEFT. Ref: GK38VHMEWC.,txn|reference,
S00463,scam,honeypot,This is Admin from Amazon. Send me the OTP you received to approve payment.,,
L00836,legit,bank_dlt_template,Your ECS mandate for INR 100 with SBI is registered. Mandate ID: 144VWGJY4P.,,
L00247,legit,bank_dlt_template,You have received INR 100 from Ramesh into your UPI ID refund32@upi.,reference,
S00440,scam,crowd_report,This is CustomerCare from PaytmMall. Send me the OTP you received to approve payment.,,
S00754,scam,synthetic,Install this app http://example.com/fbqtn5 to get a refund from Flipkart.,phishing_link|refund_scam,
S00902,scam,news_sample,Pay INR 1500 as token to release your prize. Pay here: http://bit.ly/omzxxr,phishing_link,
S00708,scam,news_sample,Someone sent you INR 199. Accept collect request at collect26@upi to receive funds.,collect_request,
S00881,scam,synthetic,Congrats! You've won cashback INR 199. Click http://tinyurl.com/fyqlku to claim now.,phishing_link,
S00154,scam,news_sample,Congrats! You've won cashback INR 1500. Click http://example.com/cxyip1 to claim now.,phishing_link,
S00662,scam,honeypot,Your payment failed. Retry here: http://bit.ly/0jxwaw and enter the OTP to complete.,phishing_link,
S00427,scam,synthetic,Congrats! You've won cashback INR 250. Click http://refund-now.in/ukabql to claim now.,phishing_link|refund_scam,
L00385,legit,payment_app,You have received INR 999 from Rahul into your UPI ID refund93@upi.,reference,
S00759,scam,news_sample,Rs 250 credited. Please refund INR 228 to confirm identity: http://example.com/safhta,phishing_link|refund_scam,
L00855,legit,bank_dlt_template,Your ECS mandate for INR 199 with Axis Bank is registered. Mandate ID: EBI7T9P2JM.,,
S00590,scam,crowd_report,Pay INR 499 as token to release your prize. Pay here: http://bit.ly/cva34a,phishing_link,
L00220,legit,govt_service,"Dear Customer, your bill of INR 1500 for Mobile is due on 15/6/2025. Pay at: http://secure-pay.in/b1m13e",,
L00642,legit,merchant_txn,Your OTP for transaction of INR 250 at PaytmMall is 668225. Do not share it with anyone.,otp,
L00002,legit,merchant_txn,Your OTP for transaction of INR 499 at Amazon is 996865. Do not share it with anyone.,otp,
L00113,legit,merchant_txn,Your KYC for Mobile is completed successfully.,,
L00699,legit,govt_service,Payment of INR 1500 to SBI using UPI was successful. Txn ID: WQF1CLNVXN.,reference,
S00916,scam,crowd_report,This is Admin from ICICI. Send me the OTP you received to approve payment.,,
L00952,legit,merchant_txn,Your KYC for Mobile is completed successfully.,,
S00649,scam,honeypot,Rs 1500 credited. Please refund INR 5364 to confirm identity: http://refund-now.in/2ffr5i,phishing_link|refund_scam,
S00637,scam,synthetic,Rs 1500 credited. Please refund INR 5643 to confirm identity: http://bit.ly/4lsn34,phishing_link|refund_scam,
S00886,scam,synthetic,Bank blocked your account. Call immediate on +911060275032 and share OTP to reactivate.,,
S00411,scam,synthetic,Congrats! You've won cashback INR 12345. Click http://example.com/mnw5b1 to claim now.,phishing_link,
S00410,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00534,scam,honeypot,Pay INR 5000 as token to release your prize. Pay here: http://refund-now.in/eheur3,phishing_link|refund_scam,
S00292,scam,crowd_report,Pay INR 499 as token to release your prize. Pay here: http://tinyurl.com/p40a0m,phishing_link,
S00809,scam,synthetic,Your UPI refund of INR 499 is pending. Enter OTP 784423 to confirm refund: http://secure-pay.in/iymrxi,phishing_link|refund_scam|otp_request,
L00442,legit,merchant_txn,Txn of INR 100 to Rahul is successful. Ref: 9EQSIMYO7W.,reference,
S00521,scam,honeypot,Pay INR 100 as token to release your prize. Pay here: http://secure-pay.in/z03tcp,phishing_link,
S00137,scam,news_sample,Pay INR 999 as token to release your prize. Pay here: http://secure-pay.in/greypu,phishing_link,
S00716,scam,synthetic,This is Admin from Axis Bank. Send me the OTP you received to approve payment.,,
S00257,scam,crowd_report,Your UPI refund of INR 499 is pending. Enter OTP 727878 to confirm refund: http://refund-now.in/0nut3s,phishing_link|refund_scam|otp_request,
S00864,scam,crowd_report,Your payment failed. Retry here: http://secure-pay.in/kvltzw and enter the OTP to complete.,phishing_link,
S00632,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00696,scam,news_sample,Install this app http://bit.ly/vhxx1h to get a refund from Amazon.,phishing_link|refund_scam,
S00398,scam,crowd_report,Bank blocked your account. Call immediate on +916855195111 and share OTP to reactivate.,,
L00664,legit,bank_dlt_template,"Dear Customer, your bill of INR 250 for Internet is due on 23/2/2025. Pay at: http://bit.ly/dj5ula",,
S00836,scam,honeypot,Pay INR 12345 as token to release your prize. Pay here: http://refund-now.in/5ndkfq,phishing_link|refund_scam,
S00258,scam,synthetic,Install this app http://refund-now.in/sjah44 to get a refund from ICICI.,phishing_link|refund_scam,
S00774,scam,synthetic,Pay INR 100 as token to release your prize. Pay here: http://refund-now.in/kcuuht,phishing_link|refund_scam,
S00701,scam,synthetic,Bank blocked your account. Call immediate on +913089116212 and share OTP to reactivate.,,
L00318,legit,govt_service,"Dear Customer, your bill of INR 5000 for Mobile is due on 16/8/2025. Pay at: http://refund-now.in/4dlu5x",reference,
L00649,legit,payment_app,Your KYC for Mobile is completed successfully.,,
S00435,scam,crowd_report,Rs 50 credited. Please refund INR 12823 to confirm identity: http://refund-now.in/dltx1f,phishing_link|refund_scam,
S00480,scam,crowd_report,Install this app http://bit.ly/zajrtl to get a refund from ICICI.,phishing_link|refund_scam,
L00710,legit,govt_service,Your KYC for Electricity is completed successfully.,,
S00383,scam,news_sample,Your payment failed. Retry here: http://tinyurl.com/s0ky0m and enter the OTP to complete.,phishing_link,
S00283,scam,honeypot,Bank blocked your account. Call immediate on +917816200604 and share OTP to reactivate.,,
L00973,legit,merchant_txn,Your OTP for transaction of INR 100 at Axis Bank is 555671. Do not share it with anyone.,otp,
L00628,legit,govt_service,"Dear Customer, your bill of INR 1500 for Gas is due on 19/1/2025. Pay at: http://secure-pay.in/ovlgn5",,
L00633,legit,payment_app,Your account XXXX6416 has been credited with INR 12345 by NEFT. Ref: DOUB5YNKLO.,txn|reference,
S00307,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00401,scam,news_sample,Your payment failed. Retry here: http://example.com/cfuq34 and enter the OTP to complete.,phishing_link,
S00409,scam,news_sample,Rs 250 credited. Please refund INR 12818 to confirm identity: http://secure-pay.in/mwish3,phishing_link|refund_scam,
S00249,scam,synthetic,Your UPI refund of INR 999 is pending. Enter OTP 102860 to confirm refund: http://refund-now.in/4olnaq,phishing_link|refund_scam|otp_request,
S00953,scam,news_sample,Someone sent you INR 999. Accept collect request at pay34@upi to receive funds.,collect_request,
S00255,scam,honeypot,This is Support from PaytmMall. Send me the OTP you received to approve payment.,,
S00497,scam,news_sample,Someone sent you INR 499. Accept collect request at pay60@upi to receive funds.,collect_request,
S00372,scam,synthetic,Your UPI refund of INR 5000 is pending. Enter OTP 361728 to confirm refund: http://secure-pay.in/vcngbj,phishing_link|refund_scam|otp_request,
S00530,scam,crowd_report,Pay INR 50 as token to release your prize. Pay here: http://refund-now.in/g0krrk,phishing_link|refund_scam,
S00664,scam,crowd_report,This is Support from Zomato. Send me the OTP you received to approve payment.,,
S00355,scam,honeypot,Install this app http://refund-now.in/uqmqyg to get a refund from PaytmMall.,phishing_link|refund_scam,
S00926,scam,synthetic,Bank blocked your account. Call immediate on +919129579637 and share OTP to reactivate.,,
S00901,scam,news_sample,Rs 250 credited. Please refund INR 1052 to confirm identity: http://refund-now.in/vd5xkn,phishing_link|refund_scam,
S00644,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00849,scam,crowd_report,Congrats! You've won cashback INR 100. Click http://example.com/q4dvdg to claim now.,phishing_link,
L00796,legit,bank_dlt_template,"Dear Customer, your bill of INR 499 for Mobile is due on 16/11/2025. Pay at: http://example.com/wgy05o",,
L00646,legit,merchant_txn,Your OTP for transaction of INR 50 at Zomato is 383336. Do not share it with anyone.,otp,
S00013,scam,honeypot,Congrats! You've won cashback INR 100. Click http://secure-pay.in/54qidz to claim now.,phishing_link,
S00840,scam,news_sample,This is CustomerCare from BigBasket. Send me the OTP you received to approve payment.,,
L00557,legit,payment_app,"Dear Customer, your bill of INR 12345 for Gas is due on 1/11/2025. Pay at: http://example.com/0r43zs",,
L00682,legit,bank_dlt_template,Your KYC for Internet is completed successfully.,,
L00578,legit,bank_dlt_template,Payment of INR 100 to Flipkart using UPI was successful. Txn ID: 8Y0AWRHQS9.,reference,
S00110,scam,news_sample,Bank blocked your account. Call immediate on +916450566740 and share OTP to reactivate.,,
S00267,scam,honeypot,Install this app http://tinyurl.com/ef5lie to get a refund from SBI.,phishing_link|refund_scam,
S00723,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00184,scam,honeypot,Your UPI refund of INR 499 is pending. Enter OTP 417442 to confirm refund: http://example.com/peobdx,phishing_link|refund_scam|otp_request,
L00525,legit,govt_service,Txn of INR 5000 to Vijay is successful. Ref: RVD79ZURUT.,reference,
S00060,scam,crowd_report,This is CustomerCare from Axis Bank. Send me the OTP you received to approve payment.,,
L00541,legit,bank_dlt_template,You have received INR 100 from Priya into your UPI ID refund44@upi.,reference,
S00195,scam,synthetic,Your UPI refund of INR 499 is pending. Enter OTP 218221 to confirm refund: http://example.com/0frzrm,phishing_link|refund_scam|otp_request,
S00679,scam,synthetic,Congrats! You've won cashback INR 100. Click http://secure-pay.in/movrby to claim now.,phishing_link,
L00749,legit,bank_dlt_template,Payment of INR 5000 to Axis Bank using UPI was successful. Txn ID: IXO9I8P0LW.,reference,
S00852,scam,honeypot,This is CustomerCare from PaytmMall. Send me the OTP you received to approve payment.,,
S00431,scam,crowd_report,Bank blocked your account. Call immediate on +914692062116 and share OTP to reactivate.,,
L00485,legit,bank_dlt_template,Your ECS mandate for INR 250 with Amazon is registered. Mandate ID: LIAGP34SLQ.,,
S00758,scam,news_sample,Congrats! You've won cashback INR 199. Click http://tinyurl.com/irc2ps to claim now.,phishing_link,
L00096,legit,merchant_txn,"Dear Customer, your bill of INR 1500 for Mobile is due on 3/9/2025. Pay at: http://secure-pay.in/absfub",,
S00021,scam,honeypot,Install this app http://bit.ly/yhj4z0 to get a refund from PaytmMall.,phishing_link|refund_scam,
L00564,legit,payment_app,Payment of INR 999 to Zomato using UPI was successful. Txn ID: UZ5ZCFPVW4.,reference,
S00265,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00743,legit,bank_dlt_template,You have received INR 1500 from Asha into your UPI ID refund54@upi.,reference,
L00864,legit,bank_dlt_template,Your account XXXX1987 has been credited with INR 999 by NEFT. Ref: V9MDPOA8FV.,txn|reference,
S00599,scam,synthetic,Pay INR 12345 as token to release your prize. Pay here: http://bit.ly/xec5pf,phishing_link,
S00715,scam,news_sample,Your UPI refund of INR 1500 is pending. Enter OTP 383135 to confirm refund: http://tinyurl.com/ly3bh2,phishing_link|refund_scam|otp_request,
S00485,scam,honeypot,Rs 12345 credited. Please refund INR 1434 to confirm identity: http://refund-now.in/vel1oq,phishing_link|refund_scam,
L00892,legit,payment_app,You have received INR 5000 from Rahul into your UPI ID id41@upi.,,
S00578,scam,synthetic,Bank blocked your account. Call immediate on +919355473632 and share OTP to reactivate.,,
S00039,scam,synthetic,Your UPI refund of INR 250 is pending. Enter OTP 654700 to confirm refund: http://bit.ly/d1e5gg,phishing_link|refund_scam|otp_request,
L00207,legit,bank_dlt_template,Your account XXXX5849 has been credited with INR 5000 by NEFT. Ref: AQKDM0OAPH.,txn|reference,
L00393,legit,payment_app,Your KYC for Mobile is completed successfully.,,
L00795,legit,merchant_txn,Your a/c ending XXXX4514 is debited by INR 1500 on 7/12/2025. Avl bal: INR 14412.,txn|balance,
L00871,legit,govt_service,Your account XXXX7273 has been credited with INR 999 by NEFT. Ref: RE14JZ4JKA.,txn|reference,
L00398,legit,govt_service,Your KYC for Gas is completed successfully.,,
L00767,legit,govt_service,"Dear Customer, your bill of INR 199 for Electricity is due on 24/3/2025. Pay at: http://bit.ly/at4h0s",,
S00842,scam,honeypot,Congrats! You've won cashback INR 12345. Click http://tinyurl.com/c13avk to claim now.,phishing_link,
S00242,scam,synthetic,Bank blocked your account. Call immediate on +916675164126 and share OTP to reactivate.,,
S00029,scam,crowd_report,Bank blocked your account. Call immediate on +913779731563 and share OTP to reactivate.,,
S00793,scam,honeypot,Pay INR 999 as token to release your prize. Pay here: http://bit.ly/ho3yji,phishing_link,
L00643,legit,merchant_txn,Your OTP for transaction of INR 1500 at Flipkart is 604660. Do not share it with anyone.,otp,
S00892,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00613,legit,govt_service,Your KYC for Gas is completed successfully.,,
S00763,scam,news_sample,This is Admin from BigBasket. Send me the OTP you received to approve payment.,,
L00961,legit,payment_app,"Dear Customer, your bill of INR 1500 for Gas is due on 19/10/2025. Pay at: http://refund-now.in/nrgheg",reference,
S00571,scam,synthetic,This is Admin from Flipkart. Send me the OTP you received to approve payment.,,
L00726,legit,govt_service,Txn of INR 100 to Ramesh is successful. Ref: BMED33I7OP.,reference,
L00684,legit,govt_service,Your KYC for Mobile is completed successfully.,,
L00099,legit,govt_service,Your KYC for Internet is completed successfully.,,
L00805,legit,payment_app,Txn of INR 199 to Ramesh is successful. Ref: YGWEZUV263.,reference,
S00752,scam,synthetic,Bank blocked your account. Call immediate on +910273312654 and share OTP to reactivate.,,
S00598,scam,news_sample,Your UPI refund of INR 999 is pending. Enter OTP 334839 to confirm refund: http://example.com/og5eb2,phishing_link|refund_scam|otp_request,
L00407,legit,payment_app,You have received INR 12345 from Vijay into your UPI ID id12@upi.,,
L00503,legit,bank_dlt_template,Your OTP for transaction of INR 1500 at PaytmMall is 705951. Do not share it with anyone.,otp,
S00072,scam,crowd_report,Your payment failed. Retry here: http://refund-now.in/3elugb and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
S00057,scam,synthetic,Your UPI refund of INR 5000 is pending. Enter OTP 693810 to confirm refund: http://tinyurl.com/uft3tx,phishing_link|refund_scam|otp_request,
L00930,legit,merchant_txn,"Alert: A login to your netbanking from new device on 5/10/2025. If not you, call +913839461899.",,
L00780,legit,merchant_txn,Your account XXXX9460 has been credited with INR 1500 by NEFT. Ref: 1QXSR97JXI.,txn|reference,
